original_relative_path	copied_relative_path	source_sha256	file_size_bytes	review_depth	reviewed_line_or_page_ranges	semantic_evidence_ids	copy_status
university-courses/SAD-secure App Developing/lecture_3_Installing_and_Configuring_Services_065559_١٢٥٨٠٥.pdf	reviewed-source-copies/university-courses/SAD-secure App Developing/lecture_3_Installing_and_Configuring_Services_065559_١٢٥٨٠٥.pdf	67366309aa038b2fe228bfcfbed4f07ef3ab6b31283af09dad8f24b6bed55c6c	565391	REVIEWED_SELECTED_PAGES	page 1;page 3;page 19;page 36;page 48	SE-003-159;SE-003-160;SE-003-161;SE-003-162;SE-003-163	VERIFIED_SHA256_MATCH
university-courses/SAD-secure App Developing/SAD Lecture 4 - API and Endpoints.pdf	reviewed-source-copies/university-courses/SAD-secure App Developing/SAD Lecture 4 - API and Endpoints.pdf	cf08e5984e0f7bc59f0651ba57a891ec7452490a4533c66f52d770aa480bd5ae	1077835	REVIEWED_SELECTED_PAGES	page 2;page 4;page 11;page 19;page 25	SE-003-164;SE-003-165;SE-003-166;SE-003-167;SE-003-168	VERIFIED_SHA256_MATCH
university-courses/SAD-secure App Developing/SAD Lecture 5 - Cookies and user input.pdf	reviewed-source-copies/university-courses/SAD-secure App Developing/SAD Lecture 5 - Cookies and user input.pdf	e9b0c825b8e6a505cc7d73e7984e9d91e09b04ada82fed8c0783336abdc7cf19	1218989	REVIEWED_SELECTED_PAGES	page 1;page 3;page 15;page 27;page 36	SE-003-169;SE-003-170;SE-003-171;SE-003-172;SE-003-173	VERIFIED_SHA256_MATCH
university-courses/SAD-secure App Developing/SAD Lecture 6 - cross site requrest.pdf	reviewed-source-copies/university-courses/SAD-secure App Developing/SAD Lecture 6 - cross site requrest.pdf	0e8a40e2fd5bcbd8d04d6b5fa285c8db102448e9873687351eeec8e46a5b04e3	1668660	REVIEWED_SELECTED_PAGES	page 1;page 3;page 13;page 24;page 32	SE-003-174;SE-003-175;SE-003-176;SE-003-177;SE-003-178	VERIFIED_SHA256_MATCH
university-courses/SAD-secure App Developing/SAD Lecture 7 - password management.pdf	reviewed-source-copies/university-courses/SAD-secure App Developing/SAD Lecture 7 - password management.pdf	0210c733962f7ae1e8afc24118bf76b0b23df4a1c7af767b6fde483e45da2e4f	1238605	REVIEWED_SELECTED_PAGES	page 1;page 3;page 10;page 18;page 24	SE-003-179;SE-003-180;SE-003-181;SE-003-182;SE-003-183	VERIFIED_SHA256_MATCH
university-courses/SAD-secure App Developing/SAD Lecture 8 - authentication and authorization.pdf	reviewed-source-copies/university-courses/SAD-secure App Developing/SAD Lecture 8 - authentication and authorization.pdf	aa0e5a17d35470e4600ec2f3e02b5d77a890e6ec8333714b61ec7d783042deed	1640638	REVIEWED_SELECTED_PAGES	page 1;page 3;page 18;page 38;page 52	SE-003-184;SE-003-185;SE-003-186;SE-003-187;SE-003-188	VERIFIED_SHA256_MATCH
chatgpt-project/CSV-TSV exports for DataBase OR LLM/CSV-TSV exports for DataBase OR LLM/05_SOC_IR_Tables/SOC_DETECTION_USE_CASE_MATRIX.md	reviewed-source-copies/chatgpt-project/CSV-TSV exports for DataBase OR LLM/CSV-TSV exports for DataBase OR LLM/05_SOC_IR_Tables/SOC_DETECTION_USE_CASE_MATRIX.md	9b7f6a242d5635c1d46cfef393f0c3cf19c7e3b7b08714f75a8cc76b6f238d69	45767593	REVIEWED_SELECTED_SECTIONS	lines 3-8;lines 3655-3743;lines 7748-7805	SE-003-189;SE-003-190;SE-003-191	VERIFIED_SHA256_MATCH
chatgpt-project/CSV-TSV exports for DataBase OR LLM/CSV-TSV exports for DataBase OR LLM/04_Audit_Evidence_Tables/AUDIT_EVIDENCE_MATRIX.md	reviewed-source-copies/chatgpt-project/CSV-TSV exports for DataBase OR LLM/CSV-TSV exports for DataBase OR LLM/04_Audit_Evidence_Tables/AUDIT_EVIDENCE_MATRIX.md	53f47dba8c515cdf97cfd78c0bf0027e0035e186195e9d6ed3c8db663fe50bbf	27317469	REVIEWED_SELECTED_SECTIONS	lines 3-8;lines 3708-3855;lines 7640-7770	SE-003-192;SE-003-193;SE-003-194	VERIFIED_SHA256_MATCH
chatgpt-project/CSV-TSV exports for DataBase OR LLM/CSV-TSV exports for DataBase OR LLM/04_Audit_Evidence_Tables/COMPLIANCE_GAP_MATRIX.md	reviewed-source-copies/chatgpt-project/CSV-TSV exports for DataBase OR LLM/CSV-TSV exports for DataBase OR LLM/04_Audit_Evidence_Tables/COMPLIANCE_GAP_MATRIX.md	ecd2732d33a685c717ebf3c22042d317077bbfa5314b12c91ede2bf50ea8f29d	47057522	REVIEWED_SELECTED_SECTIONS	lines 3-8;lines 3777-3860;lines 7797-7862	SE-003-195;SE-003-196;SE-003-197	VERIFIED_SHA256_MATCH
chatgpt-project/CSV-TSV exports for DataBase OR LLM/CSV-TSV exports for DataBase OR LLM/02_Framework_Mapping/CIS_CONTROLS_CROSSWALK.md	reviewed-source-copies/chatgpt-project/CSV-TSV exports for DataBase OR LLM/CSV-TSV exports for DataBase OR LLM/02_Framework_Mapping/CIS_CONTROLS_CROSSWALK.md	cd456f737f9073d56bac7235b11521df4de69be877344c557761cb6b8fac9d07	18327132	REVIEWED_SELECTED_SECTIONS	lines 3-8;lines 3466-3544;lines 7609-7787	SE-003-198;SE-003-199;SE-003-200	VERIFIED_SHA256_MATCH
chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/canonical_object.py	reviewed-source-copies/chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/canonical_object.py	f5b4c409278cbdfc5cb926139971f24648a777cb4ff44e617fa4f6a4fd6e8c6c	7020	REVIEWED_FULL	lines 1-179	SE-003-201	VERIFIED_SHA256_MATCH
chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/canonical_event.py	reviewed-source-copies/chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/canonical_event.py	52336b47944097830a0676f8b64500ef13125962ddf2dd763acff1ac9143df0f	13404	REVIEWED_FULL	lines 1-290	SE-003-202	VERIFIED_SHA256_MATCH
chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/baseline.py	reviewed-source-copies/chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/baseline.py	b5e3886105c82f01d57c61f6bfb7b16e4c75f1960f9a110cb4405cddbc5fbe4c	867	REVIEWED_FULL	lines 1-26	SE-003-203	VERIFIED_SHA256_MATCH
chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/policy.py	reviewed-source-copies/chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/policy.py	c5f090473641da844870b5453f8d03fc19e3a9057b1d80857b9d8a753960da5f	1421	REVIEWED_FULL	lines 1-45	SE-003-204	VERIFIED_SHA256_MATCH
chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/evidence.py	reviewed-source-copies/chatgpt-project/care_ultimate_best_assertion_centered_patched/care/domain/evidence.py	ed7a82bb4368a8d6c9f2b934c7899fd849d5b3fa3bed0f890af310688dc56cef	4305	REVIEWED_FULL	lines 1-116	SE-003-205	VERIFIED_SHA256_MATCH
